"","Nfu.Gene.ID","Nfu.Gene.symbol.nfu2015","Nfu.Gene.symbol.garhum"
"21810","Nfu_g_1_021811","","rbm25"
"21811","Nfu_g_1_021812","ATL1","atl1"
"21812","Nfu_g_1_021813","FOXA1","foxa1"
"21813","Nfu_g_1_021814","PAX9","pax9"
"21814","Nfu_g_1_021815","ZBTB24","zbtb24"
"21815","Nfu_g_1_021816","ZFP36L1","zfp36l1a"
"21816","Nfu_g_1_021817","UBE2D2","ube2d2"
"21817","Nfu_g_1_021818","SNRNP70","snrnp70"
"21818","Nfu_g_1_021819","FRMD6","frmd6"
"21819","Nfu_g_1_021820","SYNE1B","syne1b"
"21820","Nfu_g_1_021821","SLC8A3","slc8a3"
"21821","Nfu_g_1_021822","ACTN1","actn1"
"21822","Nfu_g_1_021823","FUCA2","fuca2"
"21823","Nfu_g_1_021824","BX511121.1","BX511121.1"
"21824","Nfu_g_1_021825","OLA.5627","zgc:86896"
"21825","Nfu_g_1_021826","PHF17","phf17"
"21826","Nfu_g_1_021827","PLEKHD1","PLEKHD1"
"21827","Nfu_g_1_021828","CAPN3","capn3"
"21828","Nfu_g_1_021829","","NAT8"
"21829","Nfu_g_1_021830","GOLGA5","golga5"
"21830","Nfu_g_1_021831","PRR12 (2 OF 2)","PRR12 (1 of 2)"
"21831","Nfu_g_1_021832","MAPRE3A","mapre3a"
"21832","Nfu_g_1_021833","NKX2-8","nkx2.2a"
"21833","Nfu_g_1_021834","NKX2.1B","nkx2.1b"
"21834","Nfu_g_1_021835","WDR86","zfp106"
"21835","Nfu_g_1_021836","ATP5S","atp5s"
"21836","Nfu_g_1_021837","SRSF5A","srsf5a"
"21837","Nfu_g_1_021838","SLC5A6","slc5a6"
"21838","Nfu_g_1_021839","HOXB1A","hoxb1a"
"21839","Nfu_g_1_021840","CR936975.4","CR936975.4"
"21840","Nfu_g_1_021841","WHSC1","whsc1"
"21841","Nfu_g_1_021842","LGMN","lgmn"
"21842","Nfu_g_1_021843","TC2N","TC2N"
"21843","Nfu_g_1_021844","LIN7B","lin7b"
"21844","Nfu_g_1_021845","ARID4A","arid4a"
"21845","Nfu_g_1_021846","PEX12","pex12"
"21846","Nfu_g_1_021847","AP2A1","AP2A1"
"21847","Nfu_g_1_021848","VTI1B","vti1b"
"21848","Nfu_g_1_021849","CR407704.1","CR407704.1"
"21849","Nfu_g_1_021850","ZGC:123060","si:ch211-236l14.1"
"21850","Nfu_g_1_021851","TMX1","tmx1"
"21851","Nfu_g_1_021852","HECTD1","hectd1"
"21852","Nfu_g_1_021853","MAP7 (2 OF 2)","MAP7 (2 of 2)"
"21853","Nfu_g_1_021854","TBPL2","ATG14"
"21854","Nfu_g_1_021855","CU459095.1","CU459095.1"
"21855","Nfu_g_1_021856","HDAC5","HDAC5"
"21856","Nfu_g_1_021857","ARG2","arg2"
"21857","Nfu_g_1_021858","SYNJ2BP","synj2bp"
"21858","Nfu_g_1_021859","BAZ1A (2 OF 2)","BAZ1A (2 of 2)"
"21859","Nfu_g_1_021860","DDO","DDO (1 of 2)"
"21860","Nfu_g_1_021861","","ighv5-7"
"21861","Nfu_g_1_021862","MAMDC1","mamdc1"
"21862","Nfu_g_1_021863","HHIPL2","HHIPL2"
"21863","Nfu_g_1_021864","v1g148065","cdkn2d"
"21864","Nfu_g_1_021865","SRP54","srp54"
"21865","Nfu_g_1_021866","","si:ch211-10a23.2"
"21866","Nfu_g_1_021867","","tanc2"
"21867","Nfu_g_1_021868","DTNBB","dtnbb"
"21868","Nfu_g_1_021869","LACE1A","lace1a"
"21869","Nfu_g_1_021870","TMEM87A","TMEM87A"
"21870","Nfu_g_1_021871","STXBP5B","stxbp5b"
"21871","Nfu_g_1_021872","PSEN1","psen1"
"21872","Nfu_g_1_021873","STX11A","stx11a"
"21873","Nfu_g_1_021874","CDKL1","cdkl1"
"21874","Nfu_g_1_021875","",""
"21875","Nfu_g_1_021876","SOS2","sos2"
"21876","Nfu_g_1_021877","NANOS1A","NANOS1"
"21877","Nfu_g_1_021878","WDR32","wdr32"
"21878","Nfu_g_1_021879","GANC","GANC"
"21879","Nfu_g_1_021880","VPS39","vps39"
"21880","Nfu_g_1_021881","TRPM4","trpm4"
"21881","Nfu_g_1_021882","G2E3","g2e3"
"21882","Nfu_g_1_021883","L2HGDH","l2hgdh"
"21883","Nfu_g_1_021884","NUMB","numb"
"21884","Nfu_g_1_021885","ZNF839","znf839"
"21885","Nfu_g_1_021886","TRIP11","trip11"
"21886","Nfu_g_1_021887","FBLN5","fbln5"
"21887","Nfu_g_1_021888","CLEC14A","clec14a"
"21888","Nfu_g_1_021889","GPS1","gps1"
"21889","Nfu_g_1_021890","EXD2","exd2"
"21890","Nfu_g_1_021891","MBIP","mbip"
"21891","Nfu_g_1_021892","","HRC"
"21892","Nfu_g_1_021893","SEC23A","sec23a"
"21893","Nfu_g_1_021894","TMEM229B","tmem229b"
"21894","Nfu_g_1_021895","TTC9","TTC9"
"21895","Nfu_g_1_021896","CR559945.2","CR559945.3"
"21896","Nfu_g_1_021897","BAZ1A (2 OF 2)","baz1a"
"21897","Nfu_g_1_021898","ASXL2","ASXL2"
"21898","Nfu_g_1_021899","MGAA","mga"
"21899","Nfu_g_1_021900","TRAF3","traf3"
"21900","Nfu_g_1_021901","RAB11FIP5A","rab11fip5a"
"21901","Nfu_g_1_021902","","dusp16"
"21902","Nfu_g_1_021903","CABZ01043017.1","CABZ01043017.1"
"21903","Nfu_g_1_021904","RMND1","rmnd1"
"21904","Nfu_g_1_021905","SASH1A","sash1a"
"21905","Nfu_g_1_021906","",""
"21906","Nfu_g_1_021907","DESI2","desi2"
"21907","Nfu_g_1_021908","","BX005321.3"
"21908","Nfu_g_1_021909","RTF1","rtf1"
"21909","Nfu_g_1_021910","ABCC1","ABCC1"
"21910","Nfu_g_1_021911","AHSA1L","ahsa1l"
"21911","Nfu_g_1_021912","CHP1","chp1"
"21912","Nfu_g_1_021913","RPS6KA5","RPS6KA5"
"21913","Nfu_g_1_021914","CU634009.1","CU634009.1"
"21914","Nfu_g_1_021915","MAP3K9","map3k9"
"21915","Nfu_g_1_021916","DTNBB","dtnbb"
"21916","Nfu_g_1_021917","PRMT1","prmt1"
"21917","Nfu_g_1_021918","TECPR2","tecpr2"
"21918","Nfu_g_1_021919","NDUFAF1","ndufaf1"
"21919","Nfu_g_1_021920","CU302376.1","CU302376.1"
"21920","Nfu_g_1_021921","AP4S1","ap4s1"
"21921","Nfu_g_1_021922","KCNK3 (2 OF 2)","KCNK3 (2 of 2)"
"21922","Nfu_g_1_021923","FOXO3A","foxo3a"
"21923","Nfu_g_1_021924","SNX6","snx6"
"21924","Nfu_g_1_021925","KIF3CB","kif3cb"
"21925","Nfu_g_1_021926","SLC39A8","SLC39A8 (1 of 2)"
"21926","Nfu_g_1_021927","CINP","CINP"
"21927","Nfu_g_1_021928","","BX088649.1"
"21928","Nfu_g_1_021929","VSNL1A","vsnl1a"
"21929","Nfu_g_1_021930","HOXB3A","hoxb3a"
"21930","Nfu_g_1_021931","TP53I3","TP53I3"
"21931","Nfu_g_1_021932","","si:dkey-177p2.6"
"21932","Nfu_g_1_021933","SLY1","sly1"
"21933","Nfu_g_1_021934","",""
"21934","Nfu_g_1_021935","SLC39A9","slc39a9"
"21935","Nfu_g_1_021936","","NAT8"
"21936","Nfu_g_1_021937","MANBA","manba"
"21937","Nfu_g_1_021938","GRM1","GRM1 (1 of 2)"
"21938","Nfu_g_1_021939","HOXB2A","hoxb2a"
"21939","Nfu_g_1_021940","CCDC170","ccdc170"
"21940","Nfu_g_1_021941","PGRMC2","pgrmc2"
"21941","Nfu_g_1_021942","TBPL2","ATG14"
"21942","Nfu_g_1_021943","OLA.6740","MARC2"
"21943","Nfu_g_1_021944","SLC18B1","slc18b1"
"21944","Nfu_g_1_021945","",""
"21945","Nfu_g_1_021946","","CU571382.1"
"21946","Nfu_g_1_021947","","BX901889.5"
"21947","Nfu_g_1_021948","ALMS1 (1 OF 2)","ALMS1 (1 of 2)"
"21948","Nfu_g_1_021949","MAP4K5","map4k5"
"21949","Nfu_g_1_021950","","TTC31"
"21950","Nfu_g_1_021951","TMEM62","tmem62"
"21951","Nfu_g_1_021952","LOXL3B","loxl3b"
"21952","Nfu_g_1_021953","KIAA0586","kiaa0586"
"21953","Nfu_g_1_021954","PACS2","pacs2"
"21954","Nfu_g_1_021955","BX005012.1","BX005012.1"
"21955","Nfu_g_1_021956","ZFYVE26","zfyve26"
"21956","Nfu_g_1_021957","SAV1","sav1"
"21957","Nfu_g_1_021958","PTGR2","PTGR2"
"21958","Nfu_g_1_021959","OTOF (2 OF 2)","OTOF (2 of 2)"
"21959","Nfu_g_1_021960","MIPOL1","mipol1"
"21960","Nfu_g_1_021961","PPP1R35","PPP1R35"
"21961","Nfu_g_1_021962","PANK2","pank2"
"21962","Nfu_g_1_021963","CHD3","BX927371.1"
"21963","Nfu_g_1_021964","CLDN15A","cldn15a"
"21964","Nfu_g_1_021965","PRKRI","prkri"
"21965","Nfu_g_1_021966","","foxg1b"
"21966","Nfu_g_1_021967","LSMD1","lsmd1"
"21967","Nfu_g_1_021968","","BX510909.2"
"21968","Nfu_g_1_021969","","FAM176C (2 of 11)"
"21969","Nfu_g_1_021970","ASAH1B","asah1b"
"21970","Nfu_g_1_021971","","si:ch211-11c15.3"
"21971","Nfu_g_1_021972","KIAA0930",""
"21972","Nfu_g_1_021973","","si:ch73-211l2.3"
"21973","Nfu_g_1_021974","KLHL29","KLHL29 (2 of 2)"
"21974","Nfu_g_1_021975","CYP4V8","cyp4v8"
"21975","Nfu_g_1_021976","","BX571954.3"
"21976","Nfu_g_1_021977","",""
"21977","Nfu_g_1_021978","C7 (1 OF 2)","C7 (1 of 2)"
"21978","Nfu_g_1_021979","C6","C6 (1 of 2)"
"21979","Nfu_g_1_021980","",""
"21980","Nfu_g_1_021981","MUC13B","MUC13 (1 of 2)"
"21981","Nfu_g_1_021982","GAS7","GAS7 (1 of 2)"
"21982","Nfu_g_1_021983","RCVRNA","rcvrna"
"21983","Nfu_g_1_021984","DHRS7C (2 OF 2)","DHRS7C (2 of 2)"
"21984","Nfu_g_1_021985","","CT737227.1"
"21985","Nfu_g_1_021986","CR847950.4","CR847950.5"
"21986","Nfu_g_1_021987","PPP6R2A","ppp6r2a"
"21987","Nfu_g_1_021988","","zgc:193706"
"21988","Nfu_g_1_021989","OLA.26035","zmym4"
"21989","Nfu_g_1_021990","HELRODRAFT_181249",""
"21990","Nfu_g_1_021991","STK25B","stk25b"
"21991","Nfu_g_1_021992","SEPT2","sept2"
"21992","Nfu_g_1_021993","ISL1","isl1"
"21993","Nfu_g_1_021994","CADPSA","cadpsa"
"21994","Nfu_g_1_021995","SCFD2 (2 OF 2)","SCFD2 (2 of 2)"
"21995","Nfu_g_1_021996","RASL11B","rasl11b"
"21996","Nfu_g_1_021997","CNTN2","cntn2"
"21997","Nfu_g_1_021998","DRD4","drd4b"
"21998","Nfu_g_1_021999","DNAJA2","dnaja2"
"21999","Nfu_g_1_022000","NEFH","WBP11"
"22000","Nfu_g_1_022001","",""
"22001","Nfu_g_1_022002","ACANA","acana"
"22002","Nfu_g_1_022003","VPS33B","vps33b"
"22003","Nfu_g_1_022004","THAP6 (1 OF 2)","THAP6 (1 of 2)"
"22004","Nfu_g_1_022005","","nr2f2"
"22005","Nfu_g_1_022006","RCN1","rcn1"
"22006","Nfu_g_1_022007","RPS6KA2","RPS6KA2"
"22007","Nfu_g_1_022008","BX640584.1","BX640584.1"
"22008","Nfu_g_1_022009","","zgc:194679"
"22009","Nfu_g_1_022010","","npsn"
"22010","Nfu_g_1_022011","RHPN2","rhpn2"
"22011","Nfu_g_1_022012","BX255936.1",""
"22012","Nfu_g_1_022013","","BX649341.3"
"22013","Nfu_g_1_022014","MFAP1","mfap1"
"22014","Nfu_g_1_022015","IMMP1L","immp1l"
"22015","Nfu_g_1_022016","EIF3M","eif3m"
"22016","Nfu_g_1_022017","AKAP13","AKAP13 (1 of 2)"
"22017","Nfu_g_1_022018","SIRT3","sirt3"
"22018","Nfu_g_1_022019","PTPMT1","ptpmt1"
"22019","Nfu_g_1_022020","ADAMTS18","adamts18"
"22020","Nfu_g_1_022021","","NLRX1 (18 of 54)"
"22021","Nfu_g_1_022022","SERINC4","SERINC4"
"22022","Nfu_g_1_022023","",""
"22023","Nfu_g_1_022024","HDDC3","hddc3"
"22024","Nfu_g_1_022025","SLC7A6OS","slc7a6os"
"22025","Nfu_g_1_022026","","si:ch211-209p16.2"
"22026","Nfu_g_1_022027","C1QTNF4","c1qtnf4"
"22027","Nfu_g_1_022028","",""
"22028","Nfu_g_1_022029","SRRM2","CABZ01078499.2"
"22029","Nfu_g_1_022030","TDP1","tdp1"
"22030","Nfu_g_1_022031","","FKBP15 (3 of 4)"
"22031","Nfu_g_1_022032","CEP89","cep89"
"22032","Nfu_g_1_022033","","npsn"
"22033","Nfu_g_1_022034","CR382298.2","CRTC3"
"22034","Nfu_g_1_022035","SLC7A10A","slc7a10"
"22035","Nfu_g_1_022036","CHP2","chp2"
"22036","Nfu_g_1_022037","NETO2 (1 OF 2)","NETO2 (1 of 2)"
"22037","Nfu_g_1_022038","ELP4","elp4"
"22038","Nfu_g_1_022039","JPH3 (2 OF 2)","JPH3 (2 of 2)"
"22039","Nfu_g_1_022040","PPIP5K1","PPIP5K1 (1 of 2)"
"22040","Nfu_g_1_022041","PHOSPHO2","phospho2"
"22041","Nfu_g_1_022042","LRRC28","lrrc28"
"22042","Nfu_g_1_022043","RORAB","roraa"
"22043","Nfu_g_1_022044","","BX005380.1"
"22044","Nfu_g_1_022045","SV2BA","SV2B (3 of 3)"
"22045","Nfu_g_1_022046","IGF1RB","igf1ra"
"22046","Nfu_g_1_022047","PRC1B","prc1b"
"22047","Nfu_g_1_022048","FOXR1","FOXR1"
"22048","Nfu_g_1_022049","CU459095.1","CU459095.1"
"22049","Nfu_g_1_022050","","gpr56"
"22050","Nfu_g_1_022051","",""
"22051","Nfu_g_1_022052","SYAP1 (1 OF 2)","syap1"
"22052","Nfu_g_1_022053","CR382298.3","ADAMTSL5"
"22053","Nfu_g_1_022054","TUBGCP4","TUBGCP4"
"22054","Nfu_g_1_022055","CDKN2AIP","CDKN2AIP"
"22055","Nfu_g_1_022056","CU459095.1","CU459095.1"
"22056","Nfu_g_1_022057","",""
"22057","Nfu_g_1_022058","HYPK","C7H15orf63"
"22058","Nfu_g_1_022059","CTSD","ctsd"
"22059","Nfu_g_1_022060","PHKB (1 OF 2)","PHKB"
"22060","Nfu_g_1_022061","MAP1AA","MAP1A (2 of 2)"
"22061","Nfu_g_1_022062","SEMA7A","SEMA7A"
"22062","Nfu_g_1_022063","WT1B","wt1a"
"22063","Nfu_g_1_022064","PAX-6","pax6a"
"22064","Nfu_g_1_022065","COX5A (1 OF 2)","COX5A (2 of 3)"
"22065","Nfu_g_1_022066","ABCC12","abcc12"
"22066","Nfu_g_1_022067","LRP3","LRP3"
"22067","Nfu_g_1_022068","TP53BP1","TP53BP1"
"22068","Nfu_g_1_022069","ITFG1","ITFG1"
"22069","Nfu_g_1_022070","CK2A2A","ck2a2b"
"22070","Nfu_g_1_022071","RNF182","zgc:165481"
"22071","Nfu_g_1_022072","SLC7A6","slc7a6"
"22072","Nfu_g_1_022073","SLCO3A1 (2 OF 2)","SLCO3A1 (2 of 2)"
"22073","Nfu_g_1_022074","AL929115.2","znf319"
"22074","Nfu_g_1_022075","",""
"22075","Nfu_g_1_022076","FAM219B","fam219b"
"22076","Nfu_g_1_022077","","CU459095.1"
"22077","Nfu_g_1_022078","GIN1","BX539340.1"
"22078","Nfu_g_1_022079","IQGAP1","iqgap1"
"22079","Nfu_g_1_022080","NDUFS3","ndufs3"
"22080","Nfu_g_1_022081","ARID3B","arid3b"
"22081","Nfu_g_1_022082","EPRS","eprs"
"22082","Nfu_g_1_022083","ADRA2DB","adra2db"
"22083","Nfu_g_1_022084","SNAP25 (2 OF 2)","snap25a"
"22084","Nfu_g_1_022085","CDHR5 (2 OF 2)","CDHR5 (2 of 2)"
"22085","Nfu_g_1_022086","NTRK3 (1 OF 2)","NTRK3 (2 of 2)"
"22086","Nfu_g_1_022087","",""
"22087","Nfu_g_1_022088","OLA.439","cart2"
"22088","Nfu_g_1_022089","ATP6V0D1","atp6v0d1"
"22089","Nfu_g_1_022090","PSMD13","psmd13"
"22090","Nfu_g_1_022091","PHKB","PHKB"
"22091","Nfu_g_1_022092","ZBTB16A","CR388163.2"
"22092","Nfu_g_1_022093","GALNT18B","galntl4b"
"22093","Nfu_g_1_022094","P2RX7","p2rx7"
"22094","Nfu_g_1_022095","CCNJ","CCNJ"
"22095","Nfu_g_1_022096","L3MBTL4","l3mbtl1a"
"22096","Nfu_g_1_022097","DLG4","DLG4 (2 of 2)"
"22097","Nfu_g_1_022098","NPFFR1L2","npffr1l2"
"22098","Nfu_g_1_022099","HK2","hk2"
"22099","Nfu_g_1_022100","",""
"22100","Nfu_g_1_022101","CABZ01058048.1","CABZ01058048.1"
"22101","Nfu_g_1_022102","FZD1","fzd7a"
"22102","Nfu_g_1_022103","PTPRM (2 OF 2)","ptprt"
"22103","Nfu_g_1_022104","PLAGL2","plagl2"
"22104","Nfu_g_1_022105","CHORDC1 (1 OF 2)","chordc1"
"22105","Nfu_g_1_022106","LIMK1B","limk1b"
"22106","Nfu_g_1_022107","TPTE","tpte"
"22107","Nfu_g_1_022108","KL","kl"
"22108","Nfu_g_1_022109","ATP5L","atp5l"
"22109","Nfu_g_1_022110","CDKN2AIPNL","cdkn2aipnl"
"22110","Nfu_g_1_022111","FTR82","ftr82"
"22111","Nfu_g_1_022112","RTN4RL1A","rtn4rl1a"
"22112","Nfu_g_1_022113","","zgc:112437"
"22113","Nfu_g_1_022114","SLC13A2","slc13a2"
"22114","Nfu_g_1_022115","SPNS2","spns2"
"22115","Nfu_g_1_022116","RAPGEF6","rapgef6"
"22116","Nfu_g_1_022117","TCF7","tcf7l2"
"22117","Nfu_g_1_022118","","CABZ01055715.1"
"22118","Nfu_g_1_022119","GGNBP2","ggnbp2"
"22119","Nfu_g_1_022120","","CR388051.1"
"22120","Nfu_g_1_022121","ZNHIT3","znhit3"
"22121","Nfu_g_1_022122","ALOX5AP","alox5ap"
"22122","Nfu_g_1_022123","RPL23A","rpl23a"
"22123","Nfu_g_1_022124","HMGB1A","hmgb1a"
"22124","Nfu_g_1_022125","ELNB","elnb"
"22125","Nfu_g_1_022126","OLA.16751","ppp2ca"
"22126","Nfu_g_1_022127","SKP1","skp1"
"22127","Nfu_g_1_022128","SOD1","sod1"
"22128","Nfu_g_1_022129","FBXO40 (2 OF 3)","FBXO40 (1 of 2)"
"22129","Nfu_g_1_022130","TRIM47","trim47"
"22130","Nfu_g_1_022131","",""
"22131","Nfu_g_1_022132","RBBP8NL","si:ch211-200e2.1"
"22132","Nfu_g_1_022133","WASF3 (2 OF 2)","WASF3 (2 of 2)"
"22133","Nfu_g_1_022134","UNC119B","unc119b"
"22134","Nfu_g_1_022135","CADM2A","CADM2 (1 of 2)"
"22135","Nfu_g_1_022136","INPP5K","inpp5k"
"22136","Nfu_g_1_022137","FLOT2 (1 OF 2)","flot2a"
"22137","Nfu_g_1_022138","SLC25A1A","slc25a1"
"22138","Nfu_g_1_022139","ALDH3A2B","zgc:103715"
"22139","Nfu_g_1_022140","TM9SF4","tm9sf4"
"22140","Nfu_g_1_022141","SPG20A","spg20a"
"22141","Nfu_g_1_022142","ABHD11","abhd11"
"22142","Nfu_g_1_022143","HSPB1","hspb1"
"22143","Nfu_g_1_022144","DCLK1A","dckl1b"
"22144","Nfu_g_1_022145","SEPT4A","sept4a"
"22145","Nfu_g_1_022146","ERAL1","eral1"
"22146","Nfu_g_1_022147","CLDNC","cldnc"
"22147","Nfu_g_1_022148","DYNLL1","dynll2a"
"22148","Nfu_g_1_022149","SSH2B","ssh2b"
"22149","Nfu_g_1_022150","EVA1C","fam176c"
"22150","Nfu_g_1_022151","","si:ch1073-15f19.2"
"22151","Nfu_g_1_022152","ACSL6","acsl1"
"22152","Nfu_g_1_022153","LOC103097113","CABZ01078499.2"
"22153","Nfu_g_1_022154","HEPHL1","HEPHL1 (4 of 4)"
"22154","Nfu_g_1_022155","CU929119.1","CU929119.1"
"22155","Nfu_g_1_022156","FRYB","fryb"
"22156","Nfu_g_1_022157","ALDOCB","aldocb"
"22157","Nfu_g_1_022158","ZZEF1","zzef1"
"22158","Nfu_g_1_022159","C1QBP","C1QBP"
"22159","Nfu_g_1_022160","SEC24A","SEC24A"
"22160","Nfu_g_1_022161","SCAF4A","scaf4a"
"22161","Nfu_g_1_022162","TRAT1",""
"22162","Nfu_g_1_022163","SHPK","shpk"
"22163","Nfu_g_1_022164","NF2B","nf2b"
"22164","Nfu_g_1_022165","SHPK","shpk"
"22165","Nfu_g_1_022166","MLXIPL","MLXIPL"
"22166","Nfu_g_1_022167","","si:ch211-274p24.3"
"22167","Nfu_g_1_022168","GRM5 (1 OF 2)","CABZ01031627.1"
"22168","Nfu_g_1_022169","CLDND","cldnd"
"22169","Nfu_g_1_022170","","rimbp2"
"22170","Nfu_g_1_022171","MYO19","myo5ab"
"22171","Nfu_g_1_022172","DDX52","ddx59"
"22172","Nfu_g_1_022173","PIGS","PIGS"
"22173","Nfu_g_1_022174","TMIGD1","TMIGD1"
"22174","Nfu_g_1_022175","AP2B1","ap2b1"
"22175","Nfu_g_1_022176","CRYBA1B","cryba1a"
"22176","Nfu_g_1_022177","","cldne"
"22177","Nfu_g_1_022178","SLC47A1","slc47a1"
"22178","Nfu_g_1_022179","UGT5D1","ugt5d1"
"22179","Nfu_g_1_022180","ZAR1L","zar1l"
"22180","Nfu_g_1_022181","P2RX5","p2rx5"
"22181","Nfu_g_1_022182","CR847847.1","CR847847.1"
"22182","Nfu_g_1_022183","ASL","asl"
"22183","Nfu_g_1_022184","STOML3 (2 OF 2)","stoml3b"
"22184","Nfu_g_1_022185","VPS36","vps36"
"22185","Nfu_g_1_022186","","zgc:153126"
"22186","Nfu_g_1_022187","TIAM1A","tiam1a"
"22187","Nfu_g_1_022188","VDAC1","vdac1"
"22188","Nfu_g_1_022189","CCT6A","cct6a"
"22189","Nfu_g_1_022190","PAFAH1B1B","pafah1b1b"
"22190","Nfu_g_1_022191","SDF2","sdf2"
"22191","Nfu_g_1_022192","NBEAA","nbeaa"
"22192","Nfu_g_1_022193","RAB34B","rab34b"
"22193","Nfu_g_1_022194","","gosr1"
"22194","Nfu_g_1_022195","ZW10","zw10"
"22195","Nfu_g_1_022196","RUVBL2","ruvbl2"
"22196","Nfu_g_1_022197","","ilk"
"22197","Nfu_g_1_022198","ANKFY1","ankfy1"
"22198","Nfu_g_1_022199","CCDC169","ccdc169"
"22199","Nfu_g_1_022200","FSTL4 (1 OF 2)","fstl5"
"22200","Nfu_g_1_022201","SGK494B","si:ch73-304l4.3"
"22201","Nfu_g_1_022202","SRRM3","srrm2"
"22202","Nfu_g_1_022203","","zgc:153704"
"22203","Nfu_g_1_022204","DCHS1B","dchs1b"
"22204","Nfu_g_1_022205","ARFIP2B","arfip2b"
"22205","Nfu_g_1_022206","SUPT4H1","supt4h1"
"22206","Nfu_g_1_022207","NSRP1","nsrp1"
"22207","Nfu_g_1_022208","FAM64A",""
"22208","Nfu_g_1_022209","",""
"22209","Nfu_g_1_022210","CCNA1","ccna1"
"22210","Nfu_g_1_022211","MIS18A","mis18a"
"22211","Nfu_g_1_022212","PIGW","PIGW"
"22212","Nfu_g_1_022213","TRPV1","trpv1"
"22213","Nfu_g_1_022214","SLC7A1","slc7a1"
"22214","Nfu_g_1_022215","SI:DKEY-17E16.17","si:dkey-17e16.17"
"22215","Nfu_g_1_022216","SLC22A5","si:ch211-25g7.3"
"22216","Nfu_g_1_022217","RFC3","rfc3"
"22217","Nfu_g_1_022218","TUSC5 (2 OF 2)","TUSC5 (1 of 2)"
"22218","Nfu_g_1_022219","C21H5ORF24 (2 OF 2)","C14H5orf24 (1 of 2)"
"22219","Nfu_g_1_022220","DHRS11A","dhrs11a"
"22220","Nfu_g_1_022221","FNIP1","FNIP1"
"22221","Nfu_g_1_022222","SI:DKEY-27F16.4","si:dkey-27f16.4"
"22222","Nfu_g_1_022223","UBL3A","ubl3a"
"22223","Nfu_g_1_022224","UGT5D1","ugt5d1"
"22224","Nfu_g_1_022225","LTN1","LTN1"
"22225","Nfu_g_1_022226","BON","CR855997.1"
"22226","Nfu_g_1_022227","P2RX1","p2rx1"
"22227","Nfu_g_1_022228","",""
"22228","Nfu_g_1_022229","CYB5D2","cyb5d2"
"22229","Nfu_g_1_022230","YWHAG1","ywhag1"
"22230","Nfu_g_1_022231","HCK","hck"
"22231","Nfu_g_1_022232","IRF1B","irf1b"
"22232","Nfu_g_1_022233","SPNS3","spns3"
"22233","Nfu_g_1_022234","SUMF2","sumf2"
"22234","Nfu_g_1_022235","MTNR1B","mtnr1bb"
"22235","Nfu_g_1_022236","CU693475.1","si:dkey-14d8.20"
"22236","Nfu_g_1_022237","CASP9","casp9"
"22237","Nfu_g_1_022238","MTMR4","MTMR4"
"22238","Nfu_g_1_022239","VTNB","vtnb"
"22239","Nfu_g_1_022240","TYR (1 OF 2)","tyr"
"22240","Nfu_g_1_022241","CLDNH","cldnh"
"22241","Nfu_g_1_022242","FREM2A","frem2b"
"22242","Nfu_g_1_022243","","zgc:136892"
"22243","Nfu_g_1_022244","C21H5ORF15","C21H5orf15"
"22244","Nfu_g_1_022245","XAF1","XAF1"
"22245","Nfu_g_1_022246","UFM1","ufm1"
"22246","Nfu_g_1_022247","C10H21ORF59","C10H21orf59"
"22247","Nfu_g_1_022248","SERTM1",""
"22248","Nfu_g_1_022249","C10H21ORF7","C10H21orf7"
"22249","Nfu_g_1_022250","TIMM10B","fxc1"
"22250","Nfu_g_1_022251","CORO6","coro6"
"22251","Nfu_g_1_022252","HEPACAM (2 OF 2)","HEPACAM (2 of 2)"
"22252","Nfu_g_1_022253","TXNDC15","TXNDC15"
"22253","Nfu_g_1_022254","","WIPF2 (1 of 2)"
"22254","Nfu_g_1_022255","SMPD1","smpd1"
"22255","Nfu_g_1_022256","UBE2G1A","ube2g1a"
"22256","Nfu_g_1_022257","","si:ch211-274p24.5"
"22257","Nfu_g_1_022258","DDX46","ddx46"
"22258","Nfu_g_1_022259","SI:DKEY-27F16.4","si:dkey-27f16.4"
"22259","Nfu_g_1_022260","MRPS17","MRPS17"
"22260","Nfu_g_1_022261","CLDND","cldnd"
"22261","Nfu_g_1_022262","HSF5","hsf5"
"22262","Nfu_g_1_022263","CAMLG","camlg"
"22263","Nfu_g_1_022264","GRIK1A","grik1a"
"22264","Nfu_g_1_022265","MTUS2","mtus2"
"22265","Nfu_g_1_022266","RAB38B","rab38b"
"22266","Nfu_g_1_022267","TMEM135","tmem135"
"22267","Nfu_g_1_022268","SPNS2","spns2"
"22268","Nfu_g_1_022269","BACH1","bach1"
"22269","Nfu_g_1_022270","STARD13A","stard13a"
"22270","Nfu_g_1_022271","GBAS (2 OF 2)","gbas"
"22271","Nfu_g_1_022272","TRPC4 (2 OF 2)","TRPC4 (2 of 2)"
"22272","Nfu_g_1_022273","RNF43","znrf3"
"22273","Nfu_g_1_022274","SLC7A1","slc7a1"
"22274","Nfu_g_1_022275","",""
"22275","Nfu_g_1_022276","","si:ch211-274p24.4"
"22276","Nfu_g_1_022277","MNTB","mntb"
"22277","Nfu_g_1_022278","SRSF1 (2 OF 2)","srsf1a"
"22278","Nfu_g_1_022279","NLE1","nle1"
"22279","Nfu_g_1_022280","WBSCR27","wbscr27"
"22280","Nfu_g_1_022281","PDS5B","pds5b"
"22281","Nfu_g_1_022282","CLDNB","cldnb"
